Fighter Name,Fighter Record,Fighter Height,Fighter Weight,Fighter Reach,Fighter Stance,Fighter DOB,Fighter SLpM,Fighter Striking Accuracy,Fighter SApM,Fighter Striking Defence,Fighter Take Down Average,Fighter Take Down Accuracy,Fighter Take Down Defence,Fighter Submission Average,wins,loss,tie
Travis Lutter,"['10', '6', '0']",71,185,75,Orthodox,"May12,1973",0.41,32,2.42,42,1.95,24,30,0.7,10,6,0
Chris Lytle,"['31', '18', '5']",71,170,68,Orthodox,"Aug18,1974",3.76,45,3.03,58,0.7,55,55,2.4,31,18,5
William Patolino,"['8', '3', '0']",71,170,75,Orthodox,"Jul01,1991",4.92,54,3.96,65,1.85,45,78,0.0,8,3,0
Jason MacDonald,"['26', '16', '0']",75,185,80,Orthodox,"Jun03,1975",1.55,52,2.7,46,1.43,16,35,2.0,26,16,0
Rob MacDonald,"['5', '4', '0']",75,205,78,Orthodox,"Sep05,1978",1.8,50,2.04,46,7.19,80,80,5.4,5,4,0
Rory MacDonald,"['18', '4', '0']",72,170,76,Orthodox,"Jul22,1989",3.75,42,2.8,62,1.77,47,88,0.4,18,4,0
Veronica Macedo,"['5', '1', '1']",64,135,64,Southpaw,"Oct30,1995",1.8,56,5.72,36,0.0,0,60,0.0,5,1,1
Lyoto Machida,"['23', '8', '0']",73,185,74,Southpaw,"May30,1978",2.61,53,1.59,61,1.23,65,75,0.4,23,8,0
Reza Madadi,"['14', '6', '0']",71,155,72,Orthodox,"Jun20,1978",2.51,46,3.31,66,3.17,33,89,0.5,14,6,0
Jon Madsen,"['7', '1', '0']",72,240,72,Orthodox,"Feb12,1980",2.46,41,1.18,81,1.32,71,70,0.0,7,1,0
Yoshiro Maeda,"['28', '12', '2']",67,139,68,Southpaw,"Oct31,1981",2.36,33,2.55,63,2.93,51,50,0.7,28,12,2
Leonardo Mafra,"['12', '3', '0']",70,155,70,Orthodox,"Apr25,1989",4.55,48,4.38,43,2.12,83,69,0.4,12,3,0
Vinny Magalhaes,"['11', '7', '0 (1 NC)']",75,205,79,Orthodox,"Jul02,1984",2.14,24,3.97,68,1.55,44,66,0.8,11,7,0
Caio Magalhaes,"['9', '3', '0']",73,185,73,Orthodox,"Dec14,1987",2.27,40,2.78,56,1.05,15,58,1.6,9,3,0
Bernardo Magalhaes,"['11', '3', '0']",69,155,65,Orthodox,"Apr08,1981",1.8,27,3.37,68,0.0,0,0,0.5,11,3,0
Neil Magny,"['20', '7', '0']",75,170,80,Orthodox,"Aug03,1987",3.84,48,2.05,56,2.89,48,59,0.3,20,7,0
Rashid Magomedov,"['20', '2', '0']",69,155,70,Orthodox,"Nov29,1984",4.4,49,3.05,54,0.67,57,89,0.2,20,2,0
Ruslan Magomedov,"['14', '1', '0']",75,242,78,Orthodox,"Nov26,1986",4.02,47,1.47,66,0.33,100,88,0.0,14,1,0
Zabit Magomedsharipov,"['14', '1', '0']",73,145,73,Orthodox,"Mar01,1991",3.31,58,1.76,57,7.54,66,71,1.9,14,1,0
John Maguire,"['18', '6', '0']",69,155,69,Southpaw,"May19,1983",1.41,41,2.44,65,2.8,46,77,1.1,18,6,0
Demian Maia,"['25', '8', '0']",73,170,72,Southpaw,"Nov06,1977",1.83,43,1.9,63,2.68,26,65,1.1,25,8,0
Levan Makashvili,"['10', '2', '1']",68,145,68,Orthodox,"Jan07,1989",2.87,54,2.07,61,3.67,42,85,0.0,10,2,1
John Makdessi,"['15', '6', '0']",68,155,68,Orthodox,"May03,1985",5.17,50,3.75,71,0.0,0,87,0.0,15,6,0
Islam Makhachev,"['15', '1', '0']",70,155,70,Orthodox,"Oct27,1991",2.33,63,0.74,65,4.46,85,100,1.1,15,1,0
Zach Makovsky,"['19', '8', '0']",64,125,64,Southpaw,"Apr19,1983",1.94,43,2.24,62,3.71,30,56,0.3,19,8,0
Fabio Maldonado,"['22', '9', '0']",73,205,75,Orthodox,"Mar17,1980",5.29,58,4.31,53,0.44,57,61,0.6,22,9,0
Jon Manley,"['7', '3', '0']",73,170,75,Orthodox,"Jul07,1986",1.13,20,4.33,45,1.0,7,20,0.0,7,3,0
Jimi Manuwa,"['17', '4', '0']",73,205,79,Orthodox,"Feb18,1980",3.34,53,3.74,49,0.58,21,71,0.4,17,4,0
Cristiano Marcello,"['13', '6', '0']",69,155,72,Orthodox,"Dec03,1977",2.56,33,3.61,58,0.44,11,20,0.9,13,6,0
Ronny Markes,"['14', '3', '0']",73,185,75,Orthodox,"Apr21,1988",2.17,53,2.43,45,3.13,40,100,0.5,14,3,0
Rory Markham,"['16', '6', '0']",72,170,71,Orthodox,"Mar25,1982",1.98,21,10.27,45,0.0,0,0,0.0,16,6,0
Randa Markos,"['8', '6', '0']",64,115,63,Orthodox,"Aug10,1985",3.07,41,3.16,62,1.64,30,53,0.3,8,6,0
Christina Marks,"['8', '9', '0']",67,125,69,Orthodox,"Nov08,1985",5.0,58,3.0,64,7.5,100,0,0.0,8,9,0
Nate Marquardt,"['38', '19', '2']",72,185,74,Orthodox,"Apr20,1979",2.71,49,2.32,55,1.87,51,70,0.8,38,19,2
Julian Marquez,"['7', '1', '0']",74,185,75,Orthodox,"May08,1990",4.46,50,3.33,49,0.0,0,61,4.0,7,1,0
Carmelo Marrero,"['14', '5', '0 (1 NC)']",72,205,73,Orthodox,"Jan26,1981",0.84,34,2.04,54,3.21,36,36,0.9,14,5,0
Eliot Marshall,"['10', '4', '0']",74,205,77,Orthodox,"Jul07,1980",1.93,27,2.39,67,0.47,33,79,0.9,10,4,0
Jack Marshman,"['22', '7', '0']",72,170,73,Orthodox,"Dec19,1989",3.49,33,4.42,57,0.0,0,16,0.0,22,7,0
Terry Martin,"['22', '9', '0']",68,185,71,Orthodox,"Oct10,1980",2.68,41,3.26,53,3.01,40,92,0.0,22,9,0
Tony Martin,"['12', '4', '0']",72,155,73,Orthodox,"Dec11,1989",2.61,40,3.16,55,1.28,25,50,1.1,12,4,0
Danny Martinez,"['18', '7', '0']",66,125,67,Orthodox,"Jun14,1985",2.73,28,3.77,63,3.0,45,36,0.0,18,7,0
Henry Martinez,"['9', '3', '0']",67,155,68,Southpaw,"Aug07,1983",2.79,25,4.01,60,0.0,0,80,0.0,9,3,0
Adriano Martins,"['28', '9', '0']",70,155,72,Southpaw,"Dec16,1982",1.8,38,2.14,65,0.83,80,81,0.4,28,9,0
Lucas Martins,"['16', '3', '0']",72,145,72,Southpaw,"Nov11,1988",2.87,35,4.14,60,0.0,0,76,0.5,16,3,0
Bristol Marunde,"['12', '9', '0']",73,170,71,Orthodox,"Apr20,1982",1.42,21,4.4,47,1.6,33,14,0.0,12,9,0
Mike Massenzio,"['13', '6', '0']",74,185,73,Southpaw,"Nov01,1982",2.08,45,3.59,54,2.74,24,50,1.4,13,6,0
Jameel Massouh,"['26', '9', '0']",70,145,72,Orthodox,"Sep12,1984",1.91,54,2.62,55,0.67,15,50,0.7,26,9,0
Tiffany Masters,"['2', '1', '0']",63,115,65,Orthodox,"Jul31,1994",3.53,62,2.58,50,3.06,60,0,0.0,2,1,0
Jorge Masvidal,"['32', '13', '0']",71,170,74,Orthodox,"Nov12,1984",4.15,46,2.96,67,1.73,58,78,0.4,32,13,0
Tateki Matsuda,"['10', '7', '0']",67,125,65,Orthodox,"Feb27,1986",3.2,34,3.43,69,0.0,0,16,0.0,10,7,0
Jake Matthews,"['13', '3', '0']",71,170,73,Orthodox,"Aug19,1994",3.01,47,2.21,56,2.43,40,64,0.8,13,3,0
Vladimir Matyushenko,"['26', '7', '0']",72,205,74,Orthodox,"Jan04,1971",1.9,44,1.62,59,3.25,46,70,0.1,26,7,0
Jack May,"['7', '2', '0']",80,255,79,Switch,"Apr14,1981",1.52,38,3.29,33,0.91,33,20,0.0,7,2,0
Don'Tale Mayes,"['3', '1', '0']",78,260,82,Orthodox,"Jan16,1992",1.2,30,3.17,37,0.0,0,66,0.0,3,1,0
Gray Maynard,"['14', '7', '1 (1 NC)']",69,145,70,Orthodox,"May09,1979",1.91,32,2.41,68,2.99,47,83,0.7,14,7,1
Gina Mazany,"['5', '1', '0']",66,135,68,Southpaw,"Aug19,1988",2.34,56,1.79,55,4.62,71,25,0.0,5,1,0
Michael McBride,"['8', '3', '0']",73,155,75,Orthodox,"Mar09,1986",4.08,48,5.85,40,1.85,42,30,1.2,8,3,0
Ian McCall,"['13', '5', '1']",65,125,64,Orthodox,"May07,1984",3.59,39,3.25,67,2.08,30,88,0.0,13,5,1
Charles McCarthy,"['10', '5', '0']",70,185,71,Orthodox,"Aug06,1980",0.18,12,4.03,56,2.67,60,0,2.7,10,5,0
Sean McCorkle,"['13', '2', '0']",79,265,81,Orthodox,"Jul17,1976",0.85,44,2.48,52,2.12,40,33,4.2,13,2,0
Kris McCray,"['6', '3', '0']",72,170,76,Orthodox,"Sep24,1981",2.69,45,2.57,54,2.88,55,38,0.0,6,3,0
Tamdan McCrory,"['14', '5', '0']",76,185,78,Switch,"Nov05,1986",2.07,49,1.6,46,2.28,50,33,2.5,14,5,0
Rob McCullough,"['19', '8', '0']",69,155,69,Orthodox,"May26,1977",2.47,36,2.84,59,0.46,100,68,0.0,19,8,0
Justin McCully,"['10', '5', '2']",73,225,73,Orthodox,"Feb18,1976",1.58,37,2.02,46,1.28,44,43,0.0,10,5,2
Bubba McDaniel,"['21', '8', '0']",75,185,75,Southpaw,"May03,1983",1.64,44,1.98,56,0.93,50,50,1.4,21,8,0
Michael McDonald,"['17', '4', '0']",69,135,70,Orthodox,"Jan15,1991",2.69,42,2.76,57,1.09,66,52,1.4,17,4,0
Drew McFedries,"['10', '6', '0']",72,185,72,Southpaw,"Jul27,1978",5.13,51,4.56,52,1.42,100,56,0.7,10,6,0
Court McGee,"['19', '7', '0']",71,170,75,Orthodox,"Dec12,1984",4.83,35,3.57,63,1.98,24,60,0.5,19,7,0
Conor McGregor,"['21', '3', '0']",69,170,74,Southpaw,"Jul14,1988",5.82,47,4.55,57,0.92,62,73,0.0,21,3,0
Tim McKenzie,"['13', '8', '0']",72,185,74,Orthodox,"Jul21,1982",1.37,54,2.96,44,0.0,0,28,2.1,13,8,0
Cody McKenzie,"['14', '4', '0']",72,155,72,Switch,"Dec16,1987",1.74,34,2.5,67,2.5,25,14,2.5,14,4,0
Garreth McLellan,"['13', '6', '0']",73,185,72,Southpaw,"Sep01,1982",3.56,54,2.94,45,1.15,22,34,0.9,13,6,0
Sara McMann,"['11', '5', '0']",66,135,66,Orthodox,"Sep24,1980",2.37,44,2.06,47,4.67,64,66,0.5,11,5,0
James McSweeney,"['6', '9', '0']",76,230,77,Switch,"Oct24,1980",3.94,55,4.33,42,0.52,33,100,1.1,6,9,0
Tim Means,"['27', '10', '1 (1 NC)']",74,170,75,Orthodox,"Feb20,1984",4.71,44,3.22,63,0.66,44,63,0.2,27,10,1
Yancy Medeiros,"['15', '5', '0 (1 NC)']",70,170,75,Orthodox,"Sep07,1987",4.39,36,5.22,48,0.15,33,83,0.6,15,5,0
Gerald Meerschaert,"['27', '9', '0']",73,185,77,Southpaw,"Dec18,1987",3.38,44,4.22,51,2.24,30,57,1.5,27,9,0
Jordan Mein,"['30', '12', '0']",72,170,73,Orthodox,"Oct10,1989",3.66,44,2.71,69,1.38,55,66,0.2,30,12,0
Brian Melancon,"['7', '3', '0']",68,170,72,Orthodox,"May28,1982",4.18,49,3.64,64,2.02,100,66,0.0,7,3,0
Gilbert Melendez,"['22', '7', '0']",69,145,73,Orthodox,"Apr12,1982",3.51,33,2.35,64,1.7,42,71,0.2,22,7,0
Antonio Mendes,"['17', '10', '0']",75,205,77,Southpaw,"Apr19,1981",1.34,47,6.85,22,2.51,50,100,0.0,17,10,0
Chad Mendes,"['17', '4', '0']",66,145,66,Orthodox,"May01,1985",2.7,49,2.16,68,4.16,54,100,0.3,17,4,0
Augusto Mendes,"['6', '2', '0']",66,135,65,Orthodox,"Mar03,1983",2.42,34,3.91,56,1.75,33,80,0.0,6,2,0
Pietro Menga,"['13', '0', '0']",67,125,68,Southpaw,"Feb15,1988",0.0,0,0.0,0,0.0,0,0,0.0,13,0,0
Alonzo Menifield,"['3', '0', '0']",72,205,76,Orthodox,"Oct18,1987",3.2,40,1.42,50,0.0,0,60,0.0,3,0,0
Ivan Menjivar,"['25', '12', '0']",66,145,64,Orthodox,"May30,1982",2.78,37,2.76,65,0.56,28,38,1.0,25,12,0
Joe Merritt,"['6', '1', '0']",72,170,73,Orthodox,"Mar07,1984",1.53,58,0.73,66,0.0,0,68,0.0,6,1,0
Jonathan Meunier,"['8', '1', '0']",75,170,75,Switch,"Aug04,1987",3.47,50,1.43,69,0.58,33,58,0.0,8,1,0
Yaotzin Meza,"['21', '11', '0 (1 NC)']",69,145,74,Orthodox,"Feb04,1981",1.43,41,1.62,64,1.06,20,18,1.4,21,11,0
David Michaud,"['8', '2', '0']",69,155,72,Orthodox,"Nov10,1988",3.25,43,4.45,54,2.53,58,77,0.7,8,2,0
Zachary Micklewright,"['11', '3', '0']",72,155,74,Southpaw,"Aug21,1976",5.56,53,4.72,54,0.7,12,100,0.0,11,3,0
Bojan Mihajlovic,"['10', '6', '0']",71,205,73,Orthodox,"Mar30,1980",1.23,35,5.95,47,0.0,0,33,0.0,10,6,0
Curtis Millender,"['15', '3', '0']",74,170,76,Orthodox,"Dec01,1987",4.25,41,3.12,64,0.68,100,60,0.0,15,3,0
Jason Miller,"['34', '10', '0 (1 NC)']",73,185,72,Orthodox,"Dec24,1980",1.83,43,2.3,49,1.31,28,43,1.3,34,10,0
Dan Miller,"['14', '8', '0 (1 NC)']",73,185,74,Orthodox,"Jun30,1981",2.03,36,3.06,49,1.67,54,47,1.8,14,8,0
Jim Miller,"['28', '11', '0 (1 NC)']",68,155,71,Southpaw,"Aug30,1983",2.75,40,2.84,60,1.63,40,47,1.9,28,11,0
Cole Miller,"['21', '11', '0 (1 NC)']",73,145,74,Orthodox,"Apr26,1984",3.0,33,3.88,59,0.6,36,38,1.8,21,11,0
Che Mills,"['15', '5', '0 (2 NC)']",73,170,76,Orthodox,"Sep29,1982",2.08,52,2.87,43,1.18,66,58,0.0,15,5,0
Adam Milstead,"['8', '2', '0 (1 NC)']",75,240,76,Orthodox,"Jul03,1987",3.9,46,4.1,48,0.0,0,64,0.0,8,2,0
Alberto Mina,"['13', '0', '0']",72,170,77,Orthodox,"May02,1982",4.65,46,4.34,44,2.35,21,50,0.0,13,0,0
Stipe Miocic,"['18', '2', '0']",76,240,80,Orthodox,"Aug19,1982",4.75,51,2.88,63,2.35,37,75,0.0,18,2,0
Frank Mir,"['18', '11', '0']",75,264,79,Southpaw,"May24,1979",2.18,47,3.84,38,2.02,40,54,2.0,18,11,0
Mario Miranda,"['12', '3', '0']",75,185,74,Orthodox,"Jul12,1979",1.96,54,2.46,36,1.02,60,54,0.0,12,3,0
Vitor Miranda,"['13', '6', '0']",73,185,77,Orthodox,"Mar10,1979",3.39,46,2.89,57,0.47,40,51,0.0,13,6,0
David Mitchell,"['12', '4', '0']",72,170,76,Orthodox,"Oct24,1979",1.74,32,2.06,55,0.66,50,29,2.0,12,4,0
Danny Mitchell,"['14', '6', '1']",74,170,74,Orthodox,"Aug08,1986",2.53,49,2.53,52,0.0,0,100,3.0,14,6,1
Matt Mitrione,"['9', '5', '0']",75,265,79,Switch,"Jul15,1978",3.55,50,2.79,64,0.0,0,55,0.7,9,5,0
Hiromitsu Miura,"['9', '6', '0']",69,170,71,Orthodox,"Sep22,1981",2.12,34,2.12,58,2.23,50,69,0.6,9,6,0
Takeya Mizugaki,"['21', '11', '2']",67,135,68,Orthodox,"Dec16,1983",3.37,37,3.27,57,1.46,57,70,0.1,21,11,2
Nate Mohr,"['9', '7', '0']",69,155,72,Orthodox,"Mar03,1983",3.79,41,2.5,74,0.45,50,71,0.0,9,7,0
Ashkan Mokhtarian,"['13', '3', '0']",66,125,67,Southpaw,"Sep15,1985",1.95,43,3.66,43,0.54,16,33,0.0,13,3,0
Jeff Monson,"['43', '12', '1']",69,247,74,Orthodox,"Jan18,1971",0.97,30,2.87,59,1.06,12,66,0.7,43,12,1
Darrell Montague,"['13', '5', '0']",66,125,67,Southpaw,"Nov03,1987",1.92,25,5.38,52,0.72,25,33,1.4,13,5,0
Augusto Montano,"['15', '3', '0']",73,170,73,Orthodox,"Oct25,1984",3.46,46,2.66,56,0.0,0,66,0.0,15,3,0
Erick Montano,"['8', '5', '0']",72,170,73,Orthodox,"Nov19,1985",2.79,44,2.06,64,2.29,36,66,0.0,8,5,0
Nicco Montano,"['5', '2', '0']",65,125,65,Southpaw,"Dec16,1988",7.44,40,5.28,67,1.8,50,77,0.6,5,2,0
Steve Montgomery,"['8', '4', '0']",76,185,75,Southpaw,"Dec19,1990",4.85,39,4.12,47,0.0,0,64,0.0,8,4,0
James Moontasri,"['9', '5', '0']",70,170,71,Switch,"Apr10,1988",2.39,48,3.86,40,0.0,0,79,0.2,9,5,0
Todd Moore,"['14', '5', '0']",69,170,71,Southpaw,"Dec30,1983",1.83,26,2.3,57,0.78,14,54,0.0,14,5,0
Sergio Moraes,"['13', '4', '1']",72,170,72,Orthodox,"Jul23,1982",2.81,45,3.51,62,0.99,29,75,0.4,13,4,1
Marlon Moraes,"['20', '5', '1']",66,135,67,Orthodox,"Apr26,1988",3.09,32,2.86,64,0.48,25,60,0.5,20,5,1
John Moraga,"['18', '6', '0']",66,125,66,Orthodox,"Mar20,1984",2.57,42,2.67,56,0.72,25,42,1.0,18,6,0
Leonardo Morales,"['5', '2', '0']",68,135,68,Southpaw,"Dec22,1992",2.05,47,2.05,58,0.0,0,62,0.0,5,2,0
Albert Morales,"['7', '4', '1']",69,135,72,Orthodox,"May25,1991",3.81,35,3.96,56,0.91,35,70,0.2,7,4,1
Joseph Morales,"['9', '1', '0']",66,125,69,Switch,"Aug22,1994",1.56,38,2.44,51,0.0,0,0,1.1,9,1,0
Christian Morecraft,"['7', '3', '0']",78,260,81,Orthodox,"Sep08,1986",2.82,34,2.46,46,3.26,66,50,2.2,7,3,0
Richardson Moreira,"['7', '4', '0']",74,185,72,Orthodox,"Mar31,1984",1.17,28,1.83,67,0.0,0,100,0.0,7,4,0
Brandon Moreno,"['14', '4', '0']",67,125,70,Orthodox,"Dec07,1993",2.54,33,2.37,69,2.91,45,61,1.2,14,4,0
Alex Morono,"['14', '4', '0 (1 NC)']",71,170,72,Orthodox,"Aug16,1990",4.27,41,2.78,64,0.0,0,50,0.5,14,4,0
Maryna Moroz,"['8', '3', '0']",67,115,67,Orthodox,"Sep08,1991",3.15,24,3.79,55,0.2,20,47,0.6,8,3,0
Gegard Mousasi,"['42', '6', '2']",74,185,76,Orthodox,"Aug01,1985",3.75,50,1.21,68,1.59,60,59,1.1,42,6,2
Jamie Moyle,"['4', '2', '0']",61,115,65,Orthodox,"Mar17,1989",5.1,55,4.23,62,1.5,27,0,0.0,4,2,0
Belal Muhammad,"['13', '2', '0']",71,170,72,Orthodox,"Jul09,1988",4.63,41,4.51,56,2.38,35,85,0.0,13,2,0
Quinn Mulhern,"['18', '4', '0']",75,155,76,Orthodox,"Sep20,1984",1.48,28,2.09,51,1.36,20,33,0.0,18,4,0
James Mulheron,"['11', '2', '0']",70,243,73,Orthodox,"Feb20,1988",2.4,31,3.47,42,0.0,0,25,0.0,11,2,0
Pedro Munhoz,"['15', '3', '0 (1 NC)']",66,135,64,Orthodox,"Sep07,1986",4.19,39,5.44,58,1.37,25,60,1.4,15,3,0
Mark Munoz,"['14', '6', '0']",72,185,72,Orthodox,"Feb09,1978",3.12,51,2.26,57,3.17,29,57,0.6,14,6,0
Lauren Murphy,"['10', '3', '0']",67,125,67,Orthodox,"Jul27,1983",3.82,41,3.58,59,1.2,33,65,0.0,10,3,0
Nico Musoke,"['13', '5', '0 (1 NC)']",72,170,75,Orthodox,"Apr05,1986",3.56,35,3.8,57,1.16,19,82,0.2,13,5,0
Magomed Mustafaev,"['13', '2', '0']",68,155,71,Orthodox,"Aug02,1988",2.83,54,2.93,36,0.0,0,25,0.8,13,2,0
Elvis Mutapcic,"['15', '5', '1']",72,185,72,Orthodox,"Jul19,1986",3.41,40,4.27,38,0.0,0,81,0.0,15,5,1
Rin Nakai,"['16', '2', '1']",61,135,60,Orthodox,"Oct22,1986",1.57,33,3.9,60,3.0,18,75,0.5,16,2,1
Kazuhiro Nakamura,"['15', '11', '0']",71,205,70,Orthodox,"Jul16,1979",1.56,37,1.83,59,1.73,36,42,0.6,15,11,0
Keita Nakamura,"['33', '8', '2 (1 NC)']",71,170,73,Southpaw,"May22,1984",2.28,36,3.43,59,2.0,58,62,0.5,33,8,2
Yui Chul Nam,"['18', '6', '1']",69,145,69,Orthodox,"Jul16,1981",3.53,51,2.0,48,1.33,16,57,0.3,18,6,1
Rose Namajunas,"['8', '3', '0']",65,115,65,Orthodox,"Jun29,1992",3.56,45,3.05,60,2.9,60,45,1.2,8,3,0
Nad Narimani,"['10', '2', '0']",68,155,70,Orthodox,"Apr14,1987",0.0,0,0.0,0,0.0,0,0,0.0,10,2,0
Roger Narvaez,"['7', '2', '0']",75,185,79,Southpaw,"Sep09,1983",2.12,37,3.32,64,0.0,0,50,0.9,7,2,0
Bobby Nash,"['8', '4', '0']",72,170,74,Orthodox,"Mar26,1990",3.42,37,3.95,51,2.37,33,100,1.6,8,4,0
Rafael Natal,"['21', '9', '1']",72,185,76,Orthodox,"Dec25,1982",3.1,47,2.48,57,2.55,34,77,0.5,21,9,1
Geoff Neal,"['9', '2', '0']",71,170,75,Southpaw,"Aug28,1990",5.7,51,1.9,75,0.0,0,66,3.2,9,2,0
Stanislav Nedkov,"['12', '2', '0 (1 NC)']",71,205,71,Orthodox,"Dec09,1981",3.33,43,5.39,43,2.77,41,0,0.0,12,2,0
Josh Neer,"['33', '13', '1']",71,170,72,Orthodox,"Mar24,1983",3.29,46,3.63,58,1.09,34,46,1.3,33,13,1
Shane Nelson,"['15', '5', '0']",69,155,70,Southpaw,"Nov29,1984",1.38,31,2.84,61,1.31,18,54,1.6,15,5,0
Roy Nelson,"['23', '14', '0']",72,263,72,Orthodox,"Jun20,1976",2.18,36,4.79,46,1.14,27,65,0.1,23,14,0
Gunnar Nelson,"['16', '3', '1']",71,170,72,Switch,"Jul28,1988",2.01,56,3.7,51,1.64,62,70,1.1,16,3,1
Antonio Braga Neto,"['9', '3', '0 (1 NC)']",75,185,77,Orthodox,"Oct29,1987",1.36,33,3.92,45,3.07,37,0,0.5,9,3,0
Francis Ngannou,"['11', '2', '0']",76,250,83,Orthodox,"Sep05,1986",2.12,36,2.14,42,0.0,0,66,0.6,11,2,0
Ben Nguyen,"['17', '7', '0']",65,125,65,Switch,"Aug03,1988",3.82,41,3.3,54,0.33,33,66,1.3,17,7,0
Alex Nicholson,"['7', '4', '0']",76,185,81,Orthodox,"May02,1990",4.12,43,4.65,47,0.0,0,50,0.5,7,4,0
Tom Niinimaki,"['21', '8', '1']",69,145,69,Orthodox,"Jul25,1982",1.91,54,2.31,58,2.97,46,33,0.5,21,8,1
Ramsey Nijem,"['10', '6', '0']",71,155,75,Orthodox,"Apr01,1988",3.05,44,1.62,62,5.32,62,55,1.1,10,6,0
Mats Nilsson,"['11', '4', '1']",73,170,74,Orthodox,"Dec05,1983",2.99,39,5.62,63,3.87,83,44,2.3,11,4,1
Ning Guangyou,"['6', '4', '1']",64,145,64,Southpaw,"Dec15,1981",2.66,41,1.91,61,1.09,50,62,0.3,6,4,1
Anthony Njokuani,"['16', '9', '0 (1 NC)']",73,155,75,Orthodox,"Mar01,1980",3.94,46,2.41,65,0.5,45,53,0.2,16,9,0
Minotauro Nogueira,"['34', '10', '1 (1 NC)']",75,240,77,Orthodox,"Jun02,1976",1.95,42,2.4,55,1.3,29,36,2.4,34,10,1
Rogerio Nogueira,"['22', '8', '0']",74,205,75,Southpaw,"Jun02,1976",2.35,34,2.17,60,0.69,44,63,0.8,22,8,0
Kyle Noke,"['22', '10', '1']",73,170,76,Southpaw,"Mar18,1980",3.23,50,2.09,64,1.53,54,66,0.8,22,10,1
KJ Noons,"['12', '8', '0 (1 NC)']",70,155,72,Orthodox,"Dec07,1982",3.68,35,3.78,65,0.08,20,68,0.0,12,8,0
Sage Northcutt,"['10', '2', '0']",72,155,71,Orthodox,"Mar01,1996",3.66,51,2.11,58,1.81,32,35,0.5,10,2,0
Jason Novelli,"['11', '3', '1']",72,155,75,Orthodox,"Jun08,1979",1.73,24,3.55,66,0.7,33,100,0.0,11,3,1
Phillipe Nover,"['12', '8', '1']",69,145,72,Orthodox,"Feb03,1984",1.79,35,2.48,56,0.99,28,44,0.7,12,8,1
Diego Nunes,"['18', '4', '0']",66,145,67,Orthodox,"Nov30,1982",2.72,43,2.59,58,1.18,44,65,0.6,18,4,0
Amanda Nunes,"['15', '4', '0']",68,135,69,Orthodox,"May30,1988",4.28,51,2.89,54,1.77,34,75,0.8,15,4,0
Khabib Nurmagomedov,"['25', '0', '0']",70,155,70,Orthodox,"Sep20,1988",4.11,50,1.52,70,5.85,45,83,0.5,25,0,0
Kennedy Nzechukwu,"['2', '0', '0']",77,205,82,Southpaw,"Jun13,1992",6.8,32,4.4,53,0.0,0,71,0.0,2,0,0
Jake O'Brien,"['13', '4', '0']",75,205,76,Orthodox,"Sep25,1984",1.31,31,1.92,69,6.39,54,25,0.2,13,4,0
Sean O'Connell,"['17', '9', '0']",73,205,74,Orthodox,"Sep02,1983",5.46,48,6.77,45,0.0,0,30,0.5,17,9,0
Sean O'Malley,"['10', '0', '0']",71,135,72,Switch,"Oct24,1994",6.75,56,4.06,66,1.31,50,61,1.3,10,0,0
Brendan O'Reilly,"['6', '3', '0 (1 NC)']",67,170,69,Orthodox,"Jun24,1987",1.9,47,2.77,39,2.22,43,36,0.6,6,3,0
Richard Odoms,"['8', '1', '0']",77,265,82,Orthodox,"May08,1975",0.0,0,0.0,0,0.0,0,0,0.0,8,1,0
Volkan Oezdemir,"['15', '2', '0']",74,205,75,Orthodox,"Sep19,1989",5.91,47,5.14,56,0.0,0,71,0.0,15,2,0
Andy Ogle,"['9', '6', '0']",68,145,69,Orthodox,"Feb16,1989",2.24,44,2.23,50,1.44,26,58,0.0,9,6,0
Yushin Okami,"['34', '11', '0']",74,205,75,Southpaw,"Jul21,1981",2.21,38,2.18,62,1.86,46,84,0.5,34,11,0
Aleksei Oleinik,"['52', '11', '1']",74,240,80,Orthodox,"Jun20,1977",3.21,52,3.39,51,3.08,53,12,2.3,52,11,1
Michal Oleksiejczuk,"['13', '2', '0']",72,205,74,Southpaw,"Feb22,1995",5.07,58,3.47,71,2.0,66,0,0.0,13,2,0
Rafaello Oliveira,"['15', '7', '0']",68,155,71,Orthodox,"Jan26,1982",2.19,33,3.38,59,2.49,36,11,1.6,15,7,0
Charles Oliveira,"['22', '8', '0 (1 NC)']",70,155,74,Orthodox,"Oct17,1989",2.97,50,3.04,51,2.87,41,58,2.8,22,8,0
Ednaldo Oliveira,"['13', '2', '1 (1 NC)']",77,205,79,Orthodox,"Feb19,1984",1.03,22,1.8,52,0.0,0,42,0.0,13,2,1
Alex Oliveira,"['17', '4', '1 (2 NC)']",71,170,76,Orthodox,"Feb21,1988",3.11,53,2.12,46,3.32,35,60,0.9,17,4,1
Wendell Oliveira,"['24', '9', '0']",70,170,72,Orthodox,"Jun01,1983",3.77,47,4.4,47,0.0,0,100,0.0,24,9,0
Felipe Olivieri,"['14', '5', '0 (1 NC)']",69,155,72,Orthodox,"Apr12,1985",6.68,58,4.6,57,0.0,0,71,0.0,14,5,0
Cameron Olson,"['7', '3', '0 (1 NC)']",73,205,75,Orthodox,"Nov22,1989",3.13,47,2.2,57,3.0,42,100,1.0,7,3,0
